country_code,year,diseases,sex,death_rate
ARM,2021,malaria,BTSX,0.0
ARM,2021,chlamydia,BTSX,0.0
ARM,2021,trichomoniasis,BTSX,0.0
ARM,2021,acute hepatitis e,BTSX,0.0
ARM,2021,hiv/aids,BTSX,2.88
ARM,2021,acute hepatitis b,BTSX,0.18
ATG,2021,malaria,BTSX,0.0
ATG,2021,acute hepatitis c,BTSX,0.0
ATG,2021,acute hepatitis a,BTSX,0.01
ATG,2021,syphilis,BTSX,0.0
ATG,2021,genital herpes,BTSX,0.0
ATG,2021,tuberculosis,BTSX,0.92
ATG,2021,hiv/aids,BTSX,3.07
ATG,2021,acute hepatitis b,BTSX,0.0
ATG,2021,trichomoniasis,BTSX,0.0
ATG,2021,chlamydia,BTSX,0.0
ATG,2021,acute hepatitis e,BTSX,0.0
AUS,2021,acute hepatitis c,BTSX,0.36
AUS,2021,chlamydia,BTSX,0.0
AUS,2021,malaria,BTSX,0.0
AUS,2021,trichomoniasis,BTSX,0.0
AUS,2021,acute hepatitis e,BTSX,0.01
AUS,2021,hiv/aids,BTSX,0.14
AUS,2021,acute hepatitis b,BTSX,0.13
AUS,2021,tuberculosis,BTSX,0.19
AUS,2021,syphilis,BTSX,0.01
AUS,2021,genital herpes,BTSX,0.0
AUS,2021,acute hepatitis a,BTSX,0.02
AUT,2021,acute hepatitis c,BTSX,0.83
AUT,2021,acute hepatitis a,BTSX,0.09
AUT,2021,syphilis,BTSX,0.01
AUT,2021,genital herpes,BTSX,0.0
AUT,2021,tuberculosis,BTSX,0.36
AUT,2021,hiv/aids,BTSX,0.41
AUT,2021,acute hepatitis b,BTSX,0.04
AUT,2021,trichomoniasis,BTSX,0.0
AUT,2021,acute hepatitis e,BTSX,0.05
AUT,2021,chlamydia,BTSX,0.0
AUT,2021,malaria,BTSX,0.0
AZE,2021,hiv/aids,BTSX,0.72
AZE,2021,acute hepatitis b,BTSX,0.08
AZE,2021,tuberculosis,BTSX,5.58
AZE,2021,genital herpes,BTSX,0.0
AZE,2021,syphilis,BTSX,0.13
AZE,2021,acute hepatitis a,BTSX,0.01
AZE,2021,acute hepatitis c,BTSX,0.0
AZE,2021,chlamydia,BTSX,0.02
AZE,2021,malaria,BTSX,0.0
AZE,2021,trichomoniasis,BTSX,0.0
AZE,2021,acute hepatitis e,BTSX,0.01
BDI,2021,acute hepatitis a,BTSX,0.36
BDI,2021,acute hepatitis c,BTSX,0.25
BDI,2021,malaria,BTSX,56.72
BDI,2021,chlamydia,BTSX,0.02
BDI,2021,acute hepatitis e,BTSX,0.05
BDI,2021,trichomoniasis,BTSX,0.0
BDI,2021,tuberculosis,BTSX,22.47
BDI,2021,hiv/aids,BTSX,10.64
BDI,2021,acute hepatitis b,BTSX,0.66
BDI,2021,syphilis,BTSX,1.31
BDI,2021,genital herpes,BTSX,0.0
BEL,2021,malaria,BTSX,0.0
BEL,2021,acute hepatitis c,BTSX,0.24
BEL,2021,hiv/aids,BTSX,0.28
BEL,2021,acute hepatitis b,BTSX,0.18
BEL,2021,chlamydia,BTSX,0.0
BEL,2021,trichomoniasis,BTSX,0.0
BEL,2021,acute hepatitis e,BTSX,0.04
BEL,2021,syphilis,BTSX,0.01
BEL,2021,genital herpes,BTSX,0.0
BEL,2021,tuberculosis,BTSX,0.42
BEL,2021,acute hepatitis a,BTSX,0.09
BEN,2021,acute hepatitis c,BTSX,0.04
BEN,2021,malaria,BTSX,82.7
BEN,2021,syphilis,BTSX,2.6
BEN,2021,acute hepatitis a,BTSX,0.19
BEN,2021,hiv/aids,BTSX,14.89
BEN,2021,acute hepatitis b,BTSX,0.48
BEN,2021,tuberculosis,BTSX,12.57
BEN,2021,genital herpes,BTSX,0.0
BEN,2021,chlamydia,BTSX,0.0
BEN,2021,acute hepatitis e,BTSX,0.02
BEN,2021,trichomoniasis,BTSX,0.0
BFA,2021,syphilis,BTSX,1.86
BFA,2021,genital herpes,BTSX,0.0
BFA,2021,tuberculosis,BTSX,7.2
BFA,2021,hiv/aids,BTSX,12.8
BFA,2021,acute hepatitis b,BTSX,1.27
BFA,2021,trichomoniasis,BTSX,0.0
BFA,2021,chlamydia,BTSX,0.01
BFA,2021,acute hepatitis e,BTSX,0.05
BFA,2021,malaria,BTSX,72.53
BFA,2021,acute hepatitis c,BTSX,0.11
BFA,2021,acute hepatitis a,BTSX,0.31
BGD,2021,acute hepatitis a,BTSX,0.76
BGD,2021,acute hepatitis c,BTSX,0.11
BGD,2021,malaria,BTSX,0.03
BGD,2021,chlamydia,BTSX,0.02
BGD,2021,acute hepatitis e,BTSX,0.06
BGD,2021,trichomoniasis,BTSX,0.0
BGD,2021,hiv/aids,BTSX,0.32
BGD,2021,tuberculosis,BTSX,25.57
BGD,2021,acute hepatitis b,BTSX,0.48
BGD,2021,syphilis,BTSX,1.0
BGD,2021,genital herpes,BTSX,0.0
BGR,2021,malaria,BTSX,0.0
BGR,2021,acute hepatitis c,BTSX,0.34
BGR,2021,acute hepatitis a,BTSX,0.1
BGR,2021,tuberculosis,BTSX,0.83
BGR,2021,syphilis,BTSX,0.0
BGR,2021,genital herpes,BTSX,0.0
BGR,2021,hiv/aids,BTSX,0.25
BGR,2021,acute hepatitis b,BTSX,0.5
BGR,2021,trichomoniasis,BTSX,0.0
BGR,2021,chlamydia,BTSX,0.0
BGR,2021,acute hepatitis e,BTSX,0.03
BHR,2021,hiv/aids,BTSX,0.19
BHR,2021,acute hepatitis b,BTSX,0.48
BHR,2021,tuberculosis,BTSX,1.3
BHR,2021,syphilis,BTSX,0.12
BHR,2021,genital herpes,BTSX,0.0
BHR,2021,acute hepatitis a,BTSX,0.04
BHR,2021,acute hepatitis c,BTSX,0.0
BHR,2021,chlamydia,BTSX,0.0
BHR,2021,malaria,BTSX,0.0
BHR,2021,trichomoniasis,BTSX,0.0
BHR,2021,acute hepatitis e,BTSX,0.02
BHS,2021,tuberculosis,BTSX,1.13
BHS,2021,genital herpes,BTSX,0.0
BHS,2021,syphilis,BTSX,0.03
BHS,2021,acute hepatitis a,BTSX,0.01
BHS,2021,acute hepatitis c,BTSX,0.0
BHS,2021,malaria,BTSX,0.0
BHS,2021,chlamydia,BTSX,0.02
BHS,2021,trichomoniasis,BTSX,0.0
BHS,2021,acute hepatitis e,BTSX,0.0
BHS,2021,hiv/aids,BTSX,19.0
BHS,2021,acute hepatitis b,BTSX,0.02
BIH,2021,chlamydia,BTSX,0.0
BIH,2021,trichomoniasis,BTSX,0.0
BIH,2021,acute hepatitis e,BTSX,0.0
BIH,2021,acute hepatitis c,BTSX,0.0
BIH,2021,malaria,BTSX,0.0
BIH,2021,syphilis,BTSX,0.03
BIH,2021,acute hepatitis a,BTSX,0.01
BIH,2021,hiv/aids,BTSX,0.07
BIH,2021,acute hepatitis b,BTSX,0.12
BIH,2021,tuberculosis,BTSX,2.82
BIH,2021,genital herpes,BTSX,0.0
BLR,2021,acute hepatitis c,BTSX,0.01
BLR,2021,acute hepatitis a,BTSX,0.03
BLR,2021,syphilis,BTSX,0.02
BLR,2021,tuberculosis,BTSX,3.35
BLR,2021,genital herpes,BTSX,0.0
BLR,2021,hiv/aids,BTSX,3.38
BLR,2021,acute hepatitis b,BTSX,0.06
BLR,2021,trichomoniasis,BTSX,0.0
BLR,2021,acute hepatitis e,BTSX,0.01
BLR,2021,chlamydia,BTSX,0.01
BLR,2021,malaria,BTSX,0.0
BLZ,2021,acute hepatitis a,BTSX,0.01
BLZ,2021,syphilis,BTSX,0.01
BLZ,2021,tuberculosis,BTSX,2.83
BLZ,2021,genital herpes,BTSX,0.0
BLZ,2021,hiv/aids,BTSX,25.57
BLZ,2021,acute hepatitis b,BTSX,0.01
BLZ,2021,trichomoniasis,BTSX,0.0
BLZ,2021,acute hepatitis e,BTSX,0.0
BLZ,2021,chlamydia,BTSX,0.01
BLZ,2021,malaria,BTSX,0.0
BLZ,2021,acute hepatitis c,BTSX,0.0
BOL,2021,acute hepatitis a,BTSX,0.05
BOL,2021,malaria,BTSX,0.03
BOL,2021,acute hepatitis c,BTSX,0.01
BOL,2021,hiv/aids,BTSX,5.68
BOL,2021,acute hepatitis b,BTSX,0.02
BOL,2021,chlamydia,BTSX,0.01
BOL,2021,trichomoniasis,BTSX,0.0
BOL,2021,acute hepatitis e,BTSX,0.0
BOL,2021,syphilis,BTSX,1.68
BOL,2021,genital herpes,BTSX,0.0
BOL,2021,tuberculosis,BTSX,12.85
BRA,2021,acute hepatitis a,BTSX,0.3
BRA,2021,acute hepatitis c,BTSX,0.51
BRA,2021,malaria,BTSX,0.03
BRA,2021,chlamydia,BTSX,0.0
BRA,2021,acute hepatitis e,BTSX,0.02
BRA,2021,trichomoniasis,BTSX,0.0
BRA,2021,tuberculosis,BTSX,5.08
BRA,2021,hiv/aids,BTSX,5.87
BRA,2021,acute hepatitis b,BTSX,0.31
BRA,2021,syphilis,BTSX,0.14
BRA,2021,genital herpes,BTSX,0.0
BRB,2021,acute hepatitis c,BTSX,0.0
BRB,2021,chlamydia,BTSX,0.01
BRB,2021,malaria,BTSX,0.0
BRB,2021,trichomoniasis,BTSX,0.0
BRB,2021,acute hepatitis e,BTSX,0.01
BRB,2021,hiv/aids,BTSX,16.56
BRB,2021,acute hepatitis b,BTSX,0.07
BRB,2021,tuberculosis,BTSX,0.85
BRB,2021,syphilis,BTSX,0.03
BRB,2021,genital herpes,BTSX,0.0
BRB,2021,acute hepatitis a,BTSX,0.02
BRN,2021,trichomoniasis,BTSX,0.0
BRN,2021,acute hepatitis e,BTSX,0.01
BRN,2021,hiv/aids,BTSX,0.24
BRN,2021,acute hepatitis b,BTSX,1.06
BRN,2021,acute hepatitis c,BTSX,1.03
BRN,2021,chlamydia,BTSX,0.0
BRN,2021,malaria,BTSX,0.0
BRN,2021,acute hepatitis a,BTSX,0.18
BRN,2021,tuberculosis,BTSX,5.47
BRN,2021,genital herpes,BTSX,0.0
BRN,2021,syphilis,BTSX,0.15
BTN,2021,tuberculosis,BTSX,26.56
BTN,2021,trichomoniasis,BTSX,0.0
BTN,2021,hiv/aids,BTSX,4.07
BTN,2021,acute hepatitis b,BTSX,0.41
BTN,2021,acute hepatitis a,BTSX,0.33
BTN,2021,syphilis,BTSX,0.89
BTN,2021,genital herpes,BTSX,0.0
BTN,2021,acute hepatitis c,BTSX,0.13
BTN,2021,chlamydia,BTSX,0.02
BTN,2021,acute hepatitis e,BTSX,0.05
BTN,2021,malaria,BTSX,0.0
BWA,2021,tuberculosis,BTSX,74.4
BWA,2021,genital herpes,BTSX,0.0
BWA,2021,syphilis,BTSX,1.9
BWA,2021,acute hepatitis a,BTSX,0.06
BWA,2021,acute hepatitis c,BTSX,0.01
BWA,2021,malaria,BTSX,0.15
BWA,2021,chlamydia,BTSX,0.02
BWA,2021,trichomoniasis,BTSX,0.0
BWA,2021,acute hepatitis e,BTSX,0.01
BWA,2021,hiv/aids,BTSX,139.27
BWA,2021,acute hepatitis b,BTSX,0.24
CAF,2021,acute hepatitis c,BTSX,0.15
CAF,2021,malaria,BTSX,98.14
CAF,2021,syphilis,BTSX,5.21
CAF,2021,acute hepatitis a,BTSX,0.45
CAF,2021,hiv/aids,BTSX,85.7
CAF,2021,acute hepatitis b,BTSX,0.92
CAF,2021,tuberculosis,BTSX,162.94
CAF,2021,genital herpes,BTSX,0.0
CAF,2021,chlamydia,BTSX,0.03
CAF,2021,trichomoniasis,BTSX,0.0
CAF,2021,acute hepatitis e,BTSX,0.04
CAN,2021,acute hepatitis c,BTSX,0.58
CAN,2021,syphilis,BTSX,0.01
CAN,2021,genital herpes,BTSX,0.0
CAN,2021,acute hepatitis a,BTSX,0.07
CAN,2021,hiv/aids,BTSX,0.37
CAN,2021,acute hepatitis b,BTSX,0.17
CAN,2021,tuberculosis,BTSX,0.32
CAN,2021,malaria,BTSX,0.0
CAN,2021,chlamydia,BTSX,0.0
CAN,2021,trichomoniasis,BTSX,0.0
CAN,2021,acute hepatitis e,BTSX,0.0
CHE,2021,chlamydia,BTSX,0.0
CHE,2021,acute hepatitis e,BTSX,0.02
CHE,2021,trichomoniasis,BTSX,0.0
CHE,2021,tuberculosis,BTSX,0.19
CHE,2021,hiv/aids,BTSX,0.29
CHE,2021,acute hepatitis b,BTSX,0.08
CHE,2021,syphilis,BTSX,0.01
CHE,2021,genital herpes,BTSX,0.0
CHE,2021,acute hepatitis a,BTSX,0.12
CHE,2021,acute hepatitis c,BTSX,0.06
CHE,2021,malaria,BTSX,0.0
CHL,2021,syphilis,BTSX,0.03
CHL,2021,acute hepatitis a,BTSX,0.02
CHL,2021,hiv/aids,BTSX,2.55
CHL,2021,acute hepatitis b,BTSX,0.12
CHL,2021,tuberculosis,BTSX,1.66
CHL,2021,genital herpes,BTSX,0.0
CHL,2021,chlamydia,BTSX,0.0
CHL,2021,trichomoniasis,BTSX,0.0
CHL,2021,acute hepatitis e,BTSX,0.01
CHL,2021,acute hepatitis c,BTSX,0.04
CHL,2021,malaria,BTSX,0.0
CHN,2021,acute hepatitis c,BTSX,0.01
CHN,2021,acute hepatitis a,BTSX,0.0
CHN,2021,chlamydia,BTSX,0.0
CHN,2021,acute hepatitis e,BTSX,0.01
CHN,2021,malaria,BTSX,0.0
CHN,2021,tuberculosis,BTSX,2.52
CHN,2021,hiv/aids,BTSX,2.66
CHN,2021,acute hepatitis b,BTSX,0.16
CHN,2021,trichomoniasis,BTSX,0.0
CHN,2021,syphilis,BTSX,0.12
CHN,2021,genital herpes,BTSX,0.0
CIV,2021,chlamydia,BTSX,0.01
CIV,2021,trichomoniasis,BTSX,0.0
CIV,2021,acute hepatitis e,BTSX,0.02
CIV,2021,hiv/aids,BTSX,38.88
CIV,2021,acute hepatitis b,BTSX,0.28
CIV,2021,tuberculosis,BTSX,28.52
CIV,2021,genital herpes,BTSX,0.0
CIV,2021,syphilis,BTSX,4.16
CIV,2021,acute hepatitis a,BTSX,0.12
CIV,2021,acute hepatitis c,BTSX,0.03
CIV,2021,malaria,BTSX,40.84
CMR,2021,tuberculosis,BTSX,44.34
CMR,2021,hiv/aids,BTSX,42.64
CMR,2021,acute hepatitis b,BTSX,0.13
CMR,2021,chlamydia,BTSX,0.01
CMR,2021,trichomoniasis,BTSX,0.0
CMR,2021,acute hepatitis e,BTSX,0.01
CMR,2021,malaria,BTSX,47.03
CMR,2021,acute hepatitis c,BTSX,0.02
CMR,2021,acute hepatitis a,BTSX,0.08
CMR,2021,syphilis,BTSX,6.15
CMR,2021,genital herpes,BTSX,0.0
COD,2021,trichomoniasis,BTSX,0.0
COD,2021,acute hepatitis e,BTSX,0.01
COD,2021,hiv/aids,BTSX,14.36
COD,2021,acute hepatitis b,BTSX,0.13
COD,2021,tuberculosis,BTSX,51.93
COD,2021,genital herpes,BTSX,0.0
COD,2021,syphilis,BTSX,6.84
COD,2021,acute hepatitis a,BTSX,0.08
COD,2021,acute hepatitis c,BTSX,0.03
COD,2021,malaria,BTSX,73.85
COD,2021,chlamydia,BTSX,0.02
COG,2021,acute hepatitis a,BTSX,0.08
COG,2021,acute hepatitis c,BTSX,0.02
COG,2021,malaria,BTSX,38.13
COG,2021,chlamydia,BTSX,0.01
COG,2021,acute hepatitis e,BTSX,0.01
COG,2021,trichomoniasis,BTSX,0.0
COG,2021,hiv/aids,BTSX,129.79
COG,2021,acute hepatitis b,BTSX,0.35
COG,2021,tuberculosis,BTSX,100.11
COG,2021,genital herpes,BTSX,0.0
COG,2021,syphilis,BTSX,2.36
COL,2021,acute hepatitis c,BTSX,0.05
COL,2021,syphilis,BTSX,0.08
COL,2021,acute hepatitis a,BTSX,0.09
COL,2021,hiv/aids,BTSX,4.73
COL,2021,acute hepatitis b,BTSX,0.11
COL,2021,tuberculosis,BTSX,5.0
COL,2021,genital herpes,BTSX,0.0
COL,2021,chlamydia,BTSX,0.0
COL,2021,malaria,BTSX,0.04
COL,2021,trichomoniasis,BTSX,0.0
COL,2021,acute hepatitis e,BTSX,0.0
COM,2021,acute hepatitis c,BTSX,0.09
COM,2021,malaria,BTSX,3.18
COM,2021,chlamydia,BTSX,0.04
COM,2021,acute hepatitis e,BTSX,0.08
COM,2021,trichomoniasis,BTSX,0.0
COM,2021,hiv/aids,BTSX,0.21
COM,2021,tuberculosis,BTSX,8.6
COM,2021,acute hepatitis b,BTSX,0.83
COM,2021,syphilis,BTSX,3.14
COM,2021,genital herpes,BTSX,0.0
COM,2021,acute hepatitis a,BTSX,0.33
CPV,2021,tuberculosis,BTSX,2.87
CPV,2021,syphilis,BTSX,0.48
CPV,2021,genital herpes,BTSX,0.0
CPV,2021,acute hepatitis a,BTSX,0.03
CPV,2021,acute hepatitis c,BTSX,0.02
CPV,2021,chlamydia,BTSX,0.0
CPV,2021,malaria,BTSX,0.0
CPV,2021,trichomoniasis,BTSX,0.0
CPV,2021,acute hepatitis e,BTSX,0.01
CPV,2021,hiv/aids,BTSX,9.79
CPV,2021,acute hepatitis b,BTSX,0.37
CRI,2021,chlamydia,BTSX,0.0
CRI,2021,acute hepatitis e,BTSX,0.04
CRI,2021,malaria,BTSX,0.0
CRI,2021,acute hepatitis c,BTSX,0.02
CRI,2021,acute hepatitis a,BTSX,0.07
CRI,2021,syphilis,BTSX,0.12
CRI,2021,genital herpes,BTSX,0.0
CRI,2021,tuberculosis,BTSX,1.09
CRI,2021,hiv/aids,BTSX,4.18
CRI,2021,acute hepatitis b,BTSX,0.14
CRI,2021,trichomoniasis,BTSX,0.0
CUB,2021,syphilis,BTSX,0.01
CUB,2021,genital herpes,BTSX,0.0
CUB,2021,tuberculosis,BTSX,0.48
CUB,2021,hiv/aids,BTSX,3.45
CUB,2021,acute hepatitis b,BTSX,0.37
CUB,2021,trichomoniasis,BTSX,0.0
CUB,2021,chlamydia,BTSX,0.0
CUB,2021,acute hepatitis e,BTSX,0.02
CUB,2021,malaria,BTSX,0.0
CUB,2021,acute hepatitis c,BTSX,0.51
CUB,2021,acute hepatitis a,BTSX,0.02
CYP,2021,hiv/aids,BTSX,0.18
CYP,2021,acute hepatitis b,BTSX,0.0
CYP,2021,chlamydia,BTSX,0.0
CYP,2021,trichomoniasis,BTSX,0.0
CYP,2021,acute hepatitis e,BTSX,0.0
CYP,2021,malaria,BTSX,0.0
CYP,2021,acute hepatitis c,BTSX,0.1
CYP,2021,acute hepatitis a,BTSX,0.25
CYP,2021,syphilis,BTSX,0.07
CYP,2021,genital herpes,BTSX,0.0
CYP,2021,tuberculosis,BTSX,0.43
CZE,2021,chlamydia,BTSX,0.0
CZE,2021,acute hepatitis e,BTSX,0.01
CZE,2021,malaria,BTSX,0.0
CZE,2021,acute hepatitis c,BTSX,0.19
CZE,2021,acute hepatitis a,BTSX,0.97
CZE,2021,syphilis,BTSX,0.0
CZE,2021,genital herpes,BTSX,0.0
CZE,2021,tuberculosis,BTSX,0.35
CZE,2021,hiv/aids,BTSX,0.21
CZE,2021,acute hepatitis b,BTSX,0.11
CZE,2021,trichomoniasis,BTSX,0.0
DEU,2021,acute hepatitis c,BTSX,0.42
DEU,2021,malaria,BTSX,0.0
DEU,2021,syphilis,BTSX,0.01
DEU,2021,acute hepatitis a,BTSX,0.12
DEU,2021,hiv/aids,BTSX,0.29
DEU,2021,acute hepatitis b,BTSX,0.09
DEU,2021,tuberculosis,BTSX,0.34
DEU,2021,genital herpes,BTSX,0.0
DEU,2021,chlamydia,BTSX,0.0
DEU,2021,acute hepatitis e,BTSX,0.14
DEU,2021,trichomoniasis,BTSX,0.0
DJI,2021,chlamydia,BTSX,0.06
DJI,2021,trichomoniasis,BTSX,0.0
DJI,2021,acute hepatitis e,BTSX,0.08
DJI,2021,hiv/aids,BTSX,54.61
DJI,2021,acute hepatitis b,BTSX,1.1
DJI,2021,tuberculosis,BTSX,23.17
DJI,2021,genital herpes,BTSX,0.0
DJI,2021,syphilis,BTSX,3.73
DJI,2021,acute hepatitis a,BTSX,0.39
DJI,2021,acute hepatitis c,BTSX,0.12
DJI,2021,malaria,BTSX,10.58
DNK,2021,syphilis,BTSX,0.0
DNK,2021,tuberculosis,BTSX,0.12
DNK,2021,genital herpes,BTSX,0.0
DNK,2021,hiv/aids,BTSX,0.18
DNK,2021,acute hepatitis b,BTSX,0.0
DNK,2021,trichomoniasis,BTSX,0.0
DNK,2021,acute hepatitis e,BTSX,0.0
DNK,2021,chlamydia,BTSX,0.0
DNK,2021,malaria,BTSX,0.0
DNK,2021,acute hepatitis c,BTSX,0.31
DNK,2021,acute hepatitis a,BTSX,0.19
DOM,2021,acute hepatitis a,BTSX,0.01
DOM,2021,syphilis,BTSX,1.91
DOM,2021,genital herpes,BTSX,0.0
DOM,2021,tuberculosis,BTSX,4.37
DOM,2021,hiv/aids,BTSX,16.97
DOM,2021,acute hepatitis b,BTSX,0.03
DOM,2021,trichomoniasis,BTSX,0.0
DOM,2021,acute hepatitis e,BTSX,0.0
DOM,2021,chlamydia,BTSX,0.02
DOM,2021,malaria,BTSX,0.01
DOM,2021,acute hepatitis c,BTSX,0.01
DZA,2021,malaria,BTSX,0.0
DZA,2021,acute hepatitis c,BTSX,0.01
DZA,2021,acute hepatitis a,BTSX,0.04
DZA,2021,syphilis,BTSX,0.32
DZA,2021,genital herpes,BTSX,0.0
DZA,2021,tuberculosis,BTSX,6.0
DZA,2021,hiv/aids,BTSX,0.82
DZA,2021,acute hepatitis b,BTSX,0.37
DZA,2021,trichomoniasis,BTSX,0.0
DZA,2021,chlamydia,BTSX,0.0
DZA,2021,acute hepatitis e,BTSX,0.01
ECU,2021,syphilis,BTSX,0.51
ECU,2021,tuberculosis,BTSX,5.13
ECU,2021,genital herpes,BTSX,0.0
ECU,2021,acute hepatitis a,BTSX,0.43
ECU,2021,chlamydia,BTSX,0.0
ECU,2021,malaria,BTSX,0.0
ECU,2021,acute hepatitis c,BTSX,0.01
ECU,2021,hiv/aids,BTSX,3.89
ECU,2021,acute hepatitis b,BTSX,0.09
ECU,2021,trichomoniasis,BTSX,0.0
ECU,2021,acute hepatitis e,BTSX,0.01
EGY,2021,chlamydia,BTSX,0.0
EGY,2021,trichomoniasis,BTSX,0.0
EGY,2021,acute hepatitis e,BTSX,0.02
EGY,2021,hiv/aids,BTSX,0.42
EGY,2021,acute hepatitis b,BTSX,1.59
EGY,2021,acute hepatitis c,BTSX,0.01
EGY,2021,malaria,BTSX,0.0
EGY,2021,acute hepatitis a,BTSX,0.21
EGY,2021,tuberculosis,BTSX,0.45
EGY,2021,syphilis,BTSX,0.46
EGY,2021,genital herpes,BTSX,0.0
ERI,2021,acute hepatitis c,BTSX,0.21
ERI,2021,chlamydia,BTSX,0.05
ERI,2021,malaria,BTSX,5.84
ERI,2021,trichomoniasis,BTSX,0.0
ERI,2021,acute hepatitis e,BTSX,0.12
ERI,2021,hiv/aids,BTSX,8.17
ERI,2021,acute hepatitis b,BTSX,1.39
ERI,2021,tuberculosis,BTSX,14.75
ERI,2021,syphilis,BTSX,2.18
ERI,2021,genital herpes,BTSX,0.0
ERI,2021,acute hepatitis a,BTSX,0.65
ESP,2021,syphilis,BTSX,0.01
ESP,2021,genital herpes,BTSX,0.0
ESP,2021,tuberculosis,BTSX,0.38
ESP,2021,hiv/aids,BTSX,0.67
ESP,2021,acute hepatitis b,BTSX,0.14
ESP,2021,trichomoniasis,BTSX,0.0
ESP,2021,chlamydia,BTSX,0.0
ESP,2021,acute hepatitis e,BTSX,0.2
ESP,2021,malaria,BTSX,0.0
ESP,2021,acute hepatitis c,BTSX,0.6
ESP,2021,acute hepatitis a,BTSX,0.03
EST,2021,tuberculosis,BTSX,1.01
EST,2021,hiv/aids,BTSX,3.81
EST,2021,acute hepatitis b,BTSX,0.07
EST,2021,trichomoniasis,BTSX,0.0
EST,2021,acute hepatitis e,BTSX,0.0
EST,2021,chlamydia,BTSX,0.0
EST,2021,malaria,BTSX,0.0
EST,2021,acute hepatitis c,BTSX,0.47
EST,2021,acute hepatitis a,BTSX,0.24
EST,2021,syphilis,BTSX,0.08
EST,2021,genital herpes,BTSX,0.0
ETH,2021,syphilis,BTSX,1.9
ETH,2021,tuberculosis,BTSX,17.3
ETH,2021,genital herpes,BTSX,0.0
ETH,2021,acute hepatitis c,BTSX,0.25
ETH,2021,acute hepatitis a,BTSX,0.73
ETH,2021,chlamydia,BTSX,0.03
ETH,2021,acute hepatitis e,BTSX,0.16
ETH,2021,malaria,BTSX,6.7
ETH,2021,hiv/aids,BTSX,10.02
ETH,2021,acute hepatitis b,BTSX,1.42
ETH,2021,trichomoniasis,BTSX,0.0
FIN,2021,tuberculosis,BTSX,0.52
FIN,2021,genital herpes,BTSX,0.0
FIN,2021,syphilis,BTSX,0.02
FIN,2021,trichomoniasis,BTSX,0.0
FIN,2021,acute hepatitis e,BTSX,0.0
FIN,2021,hiv/aids,BTSX,0.08
FIN,2021,acute hepatitis b,BTSX,0.02
FIN,2021,acute hepatitis c,BTSX,0.0
FIN,2021,chlamydia,BTSX,0.0
FIN,2021,malaria,BTSX,0.0
