GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
RSUD_600,Prevention programmes for drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDPREVENTIONPROGRAMME,RSUDPREVENTIONPROGRAMME_MASS_MEDIA_AUDIOVISUAL,Mass media (audiovisual),,Yes,,
RSUD_480,Registration of medications for alcohol dependence and withdrawal,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/registration-of-medications-for-alcohol-dependence-and-withdrawal,2014,2014,2014,AFR,Africa,NGA,Nigeria,DRUG,DRUG_DIAZEPAM,Diazepam,,Yes,,
RSUD_250,Five-year change in government resources for prevention for substance use,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/five-year-change-in-government-resources-for-prevention-for-substance-use,2014,2014,2014,AFR,Africa,NGA,Nigeria,SUBSTANCETYPE,SUBSTANCETYPE_ALCOHOL,Alcohol,,Slight increase,,
RSUD_530,Screening and brief intervention for substance use in primary health care,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/screening-and-brief-intervention-for-substance-use-in-primary-health-care,2014,2014,2014,AFR,Africa,NGA,Nigeria,SUBSTANCETYPEDISORDER,SUBSTANCETYPEDISORDER_ALCOHOL_USE_AND_DISORDERS,Alcohol use and alcohol use disorders,,Some (11-30%),,
RSUD_580,Prevention programmes for alcohol,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-alcohol,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDPREVENTIONPROGRAMME,RSUDPREVENTIONPROGRAMME_SERVING_STAFF_TRAINING_PROG,Serving staff training programmes,,No,,
RSUD_610,Prevention programmes for specific populations for drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-specific-populations-for-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_PEOPLE_WITH_TB,People with tuberculosis,,No data,,
RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/recommendations-for-screening-and-brief-interventions-for-substance-use-in-primary-health-care,2014,2014,2014,AFR,Africa,NGA,Nigeria,SUBSTANCETYPE,SUBSTANCETYPE_TOBACCO,Tobacco,,Yes,,
RSUD_820,Epidemiological data collection for substance use,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/epidemiological-data-collection-for-substance-use,2014,2014,2014,AFR,Africa,NGA,Nigeria,,,,,None,,
RSUD_740,Health professionals providing treatment for alcohol and drug use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/health-professionals-providing-treatment-for-alcohol-and-drug-use-disorders,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDHWF,RSUDHWF_PSYCHIATRISTS,Psychiatrists,,Yes,,
RSUD_610,Prevention programmes for specific populations for drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-specific-populations-for-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_CHILDREN_AND_FAMILIES_RISK,Children at risk and their families,,No data,,
RSUD_610,Prevention programmes for specific populations for drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevention-programmes-for-specific-populations-for-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_YOUNG_ADULTS,Young adults,,No data,,
RSUD_480,Registration of medications for alcohol dependence and withdrawal,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/registration-of-medications-for-alcohol-dependence-and-withdrawal,2014,2014,2014,AFR,Africa,NGA,Nigeria,DRUG,DRUG_ACAMPROSATE,Acamprosate,,No,,
RSUD_570,Groups and agencies involved in prevention programs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/groups-and-agencies-involved-in-prevention-programs,2014,2014,2014,AFR,Africa,NGA,Nigeria,GROUP,GROUP_SCHOOLS,Schools,,Yes,,
RSUD_290,Hypothecated taxes to be spent on prevention and treatment for substance use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hypothecated-taxes-to-be-spent-on-prevention-and-treatment-for-substance-use-disorders,2014,2014,2014,AFR,Africa,NGA,Nigeria,SUBSTANCETYPE,SUBSTANCETYPE_ALCOHOL,Alcohol,,No,,
RSUD_750,Standards of care for professionals providing treatment for alcohol and drug use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/standards-of-care-for-professionals-providing-treatment-for-alcohol-and-drug-use-disorders,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDHWF,RSUDHWF_NURSES_NOT_SPECIALIZED_IN_PSYCH,Nurses not specialized in psychiatry,,Yes,,
RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-implementation-of-national-programmes-for-treatment-of-substance-use-disorders,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDREP,RSUDREP_RSUDREP_NGO,Representatives of non-governmental organizations,,Yes,,
RSUD_430,Pharmacotherapy with methadone,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacotherapy-with-methadone,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDPHARMACOTHERAPYOPTION,RSUDPHARMACOTHERAPYOPTION_DETOXIFICATION,Detoxification,,No,,
RSUD_180,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-implementation-of-national-programmes-for-prevention-for-alcohol-and-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDREP,RSUDREP_RSUDREP_DRUGUSEDISORDERFAM,Representatives of family members of people with drug use disorders,,No data,,
RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-formulation-of-policies-and-strategies-for-prevention-for-alcohol-and-drugs,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDREP,RSUDREP_RSUDREP_ALCOHOLUSEDISORDER,Representatives of people with alcohol use disorders,,No data,,
RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/involvement-of-representatives-of-affected-or-targeted-populations-in-the-development-and-implementation-of-national-programmes-for-treatment-of-substance-use-disorders,2014,2014,2014,AFR,Africa,NGA,Nigeria,RSUDREP,RSUDREP_RSUDREP_DRUGUSER,Representatives of people who use drugs,,No data,,
