indicator_code,indicator_name,year,start_year,end_year,sex_type,sex_code,sex_name,numeric,value,lower_bound,upper_bound
TB_1,Tuberculosis treatment coverage,2000,2000,2000,Sex,BTSX,Both sexes,9.3,9.3 [6.6-14],6.6,14.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2016,2016,2016,Sex,BTSX,Both sexes,81.0,81,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,1995,1995,1995,Sex,BTSX,Both sexes,49.0,49,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2009,2009,2009,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2014,2014,2014,Sex,BTSX,Both sexes,75.0,75,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2019,2019,2019,Sex,BTSX,Both sexes,23.0,23 [15-33],15.0,33.0
TB_e_inc_num,Number of incident tuberculosis cases,2008,2008,2008,Sex,BTSX,Both sexes,345000.0,345 000 [225 000-490 000],225000.0,490000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2017,2017,2017,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2019,2019,2019,Sex,BTSX,Both sexes,80.0,80,53944.528461538466,122130.61538461539
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2012,2012,2012,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2009,2009,2009,Sex,BTSX,Both sexes,355000.0,355 000 [232 000-504 000],232000.0,504000.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2016,2016,2016,Sex,BTSX,Both sexes,55.0,55,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2012,2012,2012,Sex,BTSX,Both sexes,84.0,84,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2014,2014,2014,Sex,BTSX,Both sexes,42.0,42 [27-59],27.0,59.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2007,2007,2007,Sex,BTSX,Both sexes,74000.0,74 000 [28 000-142 000],28000.0,142000.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2023,2023,2023,Sex,BTSX,Both sexes,25000.0,25 000 [16 000-35 000],16000.0,35000.0
TB_1,Tuberculosis treatment coverage,2009,2009,2009,Sex,BTSX,Both sexes,25.0,25 [18-38],18.0,38.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2001,2001,2001,Sex,BTSX,Both sexes,71000.0,71 000 [28 000-134 000],28000.0,134000.0
TB_c_newinc,Tuberculosis - new and relapse cases,2008,2008,2008,Sex,BTSX,Both sexes,85674.0,85 674,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2017,2017,2017,Sex,BTSX,Both sexes,102387.0,102 387,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2001,2001,2001,Sex,BTSX,Both sexes,55.0,55 [21-103],21.0,103.0
TB_e_inc_num,Number of incident tuberculosis cases,2002,2002,2002,Sex,BTSX,Both sexes,292000.0,292 000 [191 000-415 000],191000.0,415000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2013,2013,2013,Sex,BTSX,Both sexes,83.0,83,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2023,2023,2023,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2004,2004,2004,Sex,BTSX,Both sexes,73.0,73,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2012,2012,2012,Sex,BTSX,Both sexes,62.0,62,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2017,2017,2017,Sex,BTSX,Both sexes,86.0,86,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2008,2008,2008,Sex,BTSX,Both sexes,62.0,62,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2007,2007,2007,Sex,BTSX,Both sexes,0.1,<0.1,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2015,2015,2015,Sex,BTSX,Both sexes,1241.0,1241,53944.528461538466,122130.61538461539
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2020,2020,2020,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2005,2005,2005,Sex,BTSX,Both sexes,75.0,75,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2014,2014,2014,Sex,BTSX,Both sexes,87.0,87,53944.528461538466,122130.61538461539
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2020,2020,2020,Sex,BTSX,Both sexes,13000.0,13 000 [7700-18 000],7700.0,18000.0
TB_c_new_tsr,Treatment success rate: new TB cases,2013,2013,2013,Sex,BTSX,Both sexes,86.0,86,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2008,2008,2008,Sex,BTSX,Both sexes,23.0,23,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2011,2011,2011,Sex,BTSX,Both sexes,0.1,<0.1,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2022,2022,2022,Sex,BTSX,Both sexes,282184.0,282 184,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2012,2012,2012,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2008,2008,2008,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2018,2018,2018,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2013,2013,2013,Sex,BTSX,Both sexes,22.0,22,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2005,2005,2005,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2021,2021,2021,Sex,BTSX,Both sexes,28000.0,28 000 [18 000-40 000],18000.0,40000.0
TB_1,Tuberculosis treatment coverage,2013,2013,2013,Sex,BTSX,Both sexes,24.0,24 [17-37],17.0,37.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2015,2015,2015,Sex,BTSX,Both sexes,17.0,17,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2006,2006,2006,Sex,BTSX,Both sexes,21.0,21,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2000,2000,2000,Sex,BTSX,Both sexes,277000.0,277 000 [181 000-393 000],181000.0,393000.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2005,2005,2005,Sex,BTSX,Both sexes,18.0,18,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2021,2021,2021,Sex,BTSX,Both sexes,204725.0,204 725,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2016,2016,2016,Sex,BTSX,Both sexes,67000.0,67 000 [44 000-95 000],44000.0,95000.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2010,2010,2010,Sex,BTSX,Both sexes,61.0,61,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2011,2011,2011,Sex,BTSX,Both sexes,375000.0,375 000 [245 000-533 000],245000.0,533000.0
TB_1,Tuberculosis treatment coverage,2015,2015,2015,Sex,BTSX,Both sexes,21.0,21 [15-32],15.0,32.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2011,2011,2011,Sex,BTSX,Both sexes,82.0,82,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2011,2011,2011,Sex,BTSX,Both sexes,0.86,0.86,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2007,2007,2007,Sex,BTSX,Both sexes,336000.0,336 000 [219 000-477 000],219000.0,477000.0
TB_c_newinc,Tuberculosis - new and relapse cases,2009,2009,2009,Sex,BTSX,Both sexes,88589.0,88 589,53944.528461538466,122130.61538461539
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2014,2014,2014,Sex,BTSX,Both sexes,74.0,74,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2010,2010,2010,Sex,BTSX,Both sexes,0.1,<0.1,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2022,2022,2022,Sex,BTSX,Both sexes,489000.0,489 000 [319 000-694 000],319000.0,694000.0
TB_hivtest_pct,TB patients with known HIV status (%),2017,2017,2017,Sex,BTSX,Both sexes,95.0,95,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2022,2022,2022,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2010,2010,2010,Sex,BTSX,Both sexes,365000.0,365 000 [238 000-518 000],238000.0,518000.0
TB_1,Tuberculosis treatment coverage,2011,2011,2011,Sex,BTSX,Both sexes,23.0,23 [16-35],16.0,35.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2013,2013,2013,Sex,BTSX,Both sexes,48.0,48 [31-68],31.0,68.0
TB_c_newinc,Tuberculosis - new and relapse cases,2005,2005,2005,Sex,BTSX,Both sexes,63990.0,63 990,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2020,2020,2020,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2000,2000,2000,Sex,BTSX,Both sexes,71.0,71,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2022,2022,2022,Sex,BTSX,Both sexes,3185.0,3185,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2014,2014,2014,Sex,BTSX,Both sexes,78000.0,78 000 [51 000-110 000],51000.0,110000.0
TB_1,Tuberculosis treatment coverage,2023,2023,2023,Sex,BTSX,Both sexes,74.0,74 [52-110],52.0,110.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2007,2007,2007,Sex,BTSX,Both sexes,23.0,23,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2016,2016,2016,Sex,BTSX,Both sexes,94.0,94,53944.528461538466,122130.61538461539
TB_hivtest_pct,TB patients with known HIV status (%),2010,2010,2010,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2008,2008,2008,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2010,2010,2010,Sex,BTSX,Both sexes,0.21,0.21,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2004,2004,2004,Sex,BTSX,Both sexes,309000.0,309 000 [202 000-439 000],202000.0,439000.0
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2022,2022,2022,Sex,BTSX,Both sexes,79.0,79,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2012,2012,2012,Sex,BTSX,Both sexes,56.0,56,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2009,2009,2009,Sex,BTSX,Both sexes,0.1,<0.1,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2023,2023,2023,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2021,2021,2021,Sex,BTSX,Both sexes,2975.0,2975,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2022,2022,2022,Sex,BTSX,Both sexes,58.0,58 [41-88],41.0,88.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2020,2020,2020,Sex,BTSX,Both sexes,7.6,7.6,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2012,2012,2012,Sex,BTSX,Both sexes,83.0,83,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2015,2015,2015,Sex,BTSX,Both sexes,37.0,37 [24-53],24.0,53.0
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2018,2018,2018,Sex,BTSX,Both sexes,87.0,87,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2020,2020,2020,Sex,BTSX,Both sexes,135784.0,135 784,53944.528461538466,122130.61538461539
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2023,2023,2023,Sex,BTSX,Both sexes,9400.0,9400 [5500-13 000],5500.0,13000.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2010,2010,2010,Sex,BTSX,Both sexes,54.0,54 [35-77],35.0,77.0
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2008,2008,2008,Sex,BTSX,Both sexes,27.0,27,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2004,2004,2004,Sex,BTSX,Both sexes,73.0,73,53944.528461538466,122130.61538461539
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),2013,2013,2013,Sex,BTSX,Both sexes,67.0,67,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2021,2021,2021,Sex,BTSX,Both sexes,94.0,94,53944.528461538466,122130.61538461539
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2012,2012,2012,Sex,BTSX,Both sexes,0.1,<0.1,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2003,2003,2003,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2022,2022,2022,Sex,BTSX,Both sexes,97.0,97,53944.528461538466,122130.61538461539
TB_hivtest_pos_pct,Tested TB patients HIV-positive (%),2017,2017,2017,Sex,BTSX,Both sexes,14.0,14,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2012,2012,2012,Sex,BTSX,Both sexes,90000.0,90 000 [59 000-128 000],59000.0,128000.0
TB_c_mdr_tsr,Treatment success rate for patients treated for MDR-TB (%),2015,2015,2015,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,2018,2018,2018,Sex,BTSX,Both sexes,87.0,87,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2016,2016,2016,Sex,BTSX,Both sexes,428000.0,428 000 [279 000-608 000],279000.0,608000.0
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2022,2022,2022,Sex,BTSX,Both sexes,10000.0,10 000 [6200-15 000],6200.0,15000.0
TB_e_inc_num,Number of incident tuberculosis cases,2023,2023,2023,Sex,BTSX,Both sexes,499000.0,499 000 [326 000-709 000],326000.0,709000.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2016,2016,2016,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_mdr_tx,Cases started on MDR-TB treatment,2010,2010,2010,Sex,BTSX,Both sexes,23.0,23,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2019,2019,2019,Sex,BTSX,Both sexes,78.0,78,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2007,2007,2007,Sex,BTSX,Both sexes,48.0,48 [18-93],18.0,93.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2001,2001,2001,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_hivtest_pct,TB patients with known HIV status (%),2020,2020,2020,Sex,BTSX,Both sexes,95.0,95,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2012,2012,2012,Sex,BTSX,Both sexes,92818.0,92 818,53944.528461538466,122130.61538461539
TB_e_inc_num,Number of incident tuberculosis cases,2012,2012,2012,Sex,BTSX,Both sexes,386000.0,386 000 [252 000-548 000],252000.0,548000.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2021,2021,2021,Sex,BTSX,Both sexes,76.0,76,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2011,2011,2011,Sex,BTSX,Both sexes,183.0,183,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2018,2018,2018,Sex,BTSX,Both sexes,27.0,27 [17-38],17.0,38.0
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2004,2004,2004,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2020,2020,2020,Sex,BTSX,Both sexes,67.0,67,53944.528461538466,122130.61538461539
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),2011,2011,2011,Sex,BTSX,Both sexes,219.0,219 [143-311],143.0,311.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2019,2019,2019,Sex,BTSX,Both sexes,100.0,100,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2014,2014,2014,Sex,BTSX,Both sexes,798.0,798,53944.528461538466,122130.61538461539
TB_c_mdr_tx,Cases started on MDR-TB treatment,2012,2012,2012,Sex,BTSX,Both sexes,125.0,125,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2017,2017,2017,Sex,BTSX,Both sexes,23.0,23 [16-36],16.0,36.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2013,2013,2013,Sex,BTSX,Both sexes,80.0,80,53944.528461538466,122130.61538461539
TB_c_new_tsr,Treatment success rate: new TB cases,1998,1998,1998,Sex,BTSX,Both sexes,73.0,73,53944.528461538466,122130.61538461539
TB_1,Tuberculosis treatment coverage,2002,2002,2002,Sex,BTSX,Both sexes,13.0,13 [9.3-20],9.3,20.0
TB_hivtest_pct,TB patients with known HIV status (%),2009,2009,2009,Sex,BTSX,Both sexes,75.0,75,53944.528461538466,122130.61538461539
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,2012,2012,2012,Sex,BTSX,Both sexes,439.0,439,53944.528461538466,122130.61538461539
TB_c_newinc,Tuberculosis - new and relapse cases,2014,2014,2014,Sex,BTSX,Both sexes,86464.0,86 464,53944.528461538466,122130.61538461539
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2018,2018,2018,Sex,BTSX,Both sexes,16000.0,16 000 [9500-22 000],9500.0,22000.0
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2019,2019,2019,Sex,BTSX,Both sexes,14000.0,14 000 [8600-20 000],8600.0,20000.0
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2020,2020,2020,Sex,BTSX,Both sexes,91.0,91,53944.528461538466,122130.61538461539
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),2018,2018,2018,Sex,BTSX,Both sexes,88.0,88,53944.528461538466,122130.61538461539
TB_c_ret_tsr,Treatment success rate: previously treated TB cases,2005,2005,2005,Sex,BTSX,Both sexes,66.0,66,53944.528461538466,122130.61538461539
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",2003,2003,2003,Sex,BTSX,Both sexes,62000.0,62 000 [23 000-119 000],23000.0,119000.0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2016,2016,2016,Sex,BTSX,Both sexes,77.0,77,53944.528461538466,122130.61538461539
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2021,2021,2021,Sex,BTSX,Both sexes,12000.0,12 000 [6900-16 000],6900.0,16000.0
TB_e_inc_tbhiv_100k,Incidence of tuberculosis (per 100 000 population) (HIV-positive cases),2023,2023,2023,Sex,BTSX,Both sexes,11.0,11 [7.1-15],7.1,15.0
TB_e_inc_num,Number of incident tuberculosis cases,2005,2005,2005,Sex,BTSX,Both sexes,318000.0,318 000 [207 000-451 000],207000.0,451000.0
