indicator_code,indicator_name,year,start_year,end_year,sex_type,sex_code,sex_name,numeric,value,lower_bound,upper_bound
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,2022,2022,SEX,FMLE,Female,17982.0,17 982.0 [13 237.6-24 282.1],13237.6,24282.1
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),1999,1996,1999,Sex,FMLE,Female,37.3,37.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2013,2013,2013,SEX,FMLE,Female,42.1,42.1 [29.4-55.3],29.4,55.3
MDG_0000000025,Births attended by skilled health personnel (%),2011,2011,2011,Sex,FMLE,Female,47.0,47,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2011,2011,2011,SEX,FMLE,Female,8.747789383,8.7,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2007,2007,2007,SEX,FMLE,Female,14286.2,14 286.2 [9559.6-18 948.1],9559.6,18948.1
MDG_0000000003,Adolescent birth rate (per 1000 women),2009,2009,2009,SEX,FMLE,Female,10.55680275,10.6,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2007,2007,2007,SEX,FMLE,Female,121.1520844,121.2,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2001,2001,2001,SEX,FMLE,Female,5.848143578,5.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2008,2008,2008,SEX,FMLE,Female,45.7,45.7 [30.7-60.6],30.7,60.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,2014,2014,SEX,FMLE,Female,41.5,41.5 [29.5-54.1],29.5,54.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2012,2012,2012,SEX,FMLE,Female,17376.3,17 376.3 [12 341.7-22 650.2],12341.7,22650.2
WHS4_154,Antenatal care coverage - at least four visits (%),2003,1998,2003,Sex,FMLE,Female,47.4,47.4,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2012,2012,2012,SEX,FMLE,Female,2265.3,2265.3 [1752.1-2823.7],1752.1,2823.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2003,2003,2003,SEX,FMLE,Female,49.1,49.1 [34.3-63.2],34.3,63.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2009,2009,2009,SEX,FMLE,Female,16800.6,16 800.6 [11 734.8-21 972.3],11734.8,21972.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2007,2007,2007,SEX,FMLE,Female,52.3,52.3 [39.2-65.3],39.2,65.3
MDG_0000000003,Adolescent birth rate (per 1000 women),2006,2006,2006,SEX,FMLE,Female,139.8355713,139.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2002,2002,2002,SEX,FMLE,Female,48.8,48.8 [32.7-64.7],32.7,64.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2003,2003,2003,SEX,FMLE,Female,13435.7,13 435.7 [8950.7-17 723.0],8950.7,17723.0
MDG_0000000003,Adolescent birth rate (per 1000 women),2004,2004,2004,SEX,FMLE,Female,125.560791,125.6,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2004,2004,2004,SEX,FMLE,Female,48.7,48.7 [34.0-62.8],34.0,62.8
MDG_0000000025,Births attended by skilled health personnel (%),2022,2022,2022,Sex,FMLE,Female,51.0,51,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2005,2005,2005,SEX,FMLE,Female,16022.0,16 022.0 [11 140.0-20 682.5],11140.0,20682.5
MDG_0000000003,Adolescent birth rate (per 1000 women),2016,2016,2016,SEX,FMLE,Female,117.7842712,117.8,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2001,2001,2001,SEX,FMLE,Female,12947.9,12 947.9 [8576.9-17 269.2],8576.9,17269.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2017,2017,2017,SEX,FMLE,Female,39.9,39.9 [29.7-50.6],29.7,50.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2010,2010,2010,SEX,FMLE,Female,2241.2,2241.2 [1706.2-2805.3],1706.2,2805.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2008,2008,2008,SEX,FMLE,Female,16638.1,16 638.1 [11 614.6-21 715.8],11614.6,21715.8
MDG_0000000003,Adolescent birth rate (per 1000 women),2013,2013,2013,SEX,FMLE,Female,149.9247894,149.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2006,2006,2006,SEX,FMLE,Female,14105.5,14 105.5 [9440.4-18 595.7],9440.4,18595.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2009,2009,2009,SEX,FMLE,Female,134.0187836,134.0,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2015,2015,2015,SEX,FMLE,Female,119.6623993,119.7,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2000,2000,2000,SEX,FMLE,Female,55.2,55.2 [41.0-69.1],41.0,69.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2017,2017,2017,SEX,FMLE,Female,47.4,47.4 [37.6-57.8],37.6,57.8
MDG_0000000003,Adolescent birth rate (per 1000 women),2016,2016,2016,SEX,FMLE,Female,2.407334566,2.4,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2018,2018,2018,SEX,FMLE,Female,47.0,47.0 [37.4-57.3],37.4,57.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2015,2015,2015,SEX,FMLE,Female,18082.4,18 082.4 [13 364.7-23 108.0],13364.7,23108.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2014,2014,2014,SEX,FMLE,Female,15563.5,15 563.5 [11 045.9-20 275.0],11045.9,20275.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2012,2012,2012,SEX,FMLE,Female,15110.9,15 110.9 [10 408.7-20 015.9],10408.7,20015.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2009,2009,2009,SEX,FMLE,Female,45.6,45.6 [31.9-59.7],31.9,59.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2018,2018,2018,SEX,FMLE,Female,40.1,40.1 [30.6-50.2],30.6,50.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2012,2012,2012,SEX,FMLE,Female,43.5,43.5 [30.9-56.7],30.9,56.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2001,2001,2001,SEX,FMLE,Female,49.9,49.9 [34.4-64.9],34.4,64.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2020,2020,2020,SEX,FMLE,Female,2090.5,2090.5 [1671.0-2601.2],1671.0,2601.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2013,2013,2013,SEX,FMLE,Female,17602.5,17 602.5 [12 627.9-22 802.7],12627.9,22802.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2008,2008,2008,SEX,FMLE,Female,9.951052666,10.0,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2000,2000,2000,SEX,FMLE,Female,50.3,50.3 [34.2-65.7],34.2,65.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2011,2011,2011,SEX,FMLE,Female,50.1,50.1 [38.3-62.6],38.3,62.6
WHS4_154,Antenatal care coverage - at least four visits (%),1990,1985,1990,Sex,FMLE,Female,52.0,52,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2009,2009,2009,SEX,FMLE,Female,44.9,44.9 [30.3-59.9],30.3,59.9
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),2021,2019,2021,Sex,FMLE,Female,49.0,49.0,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2002,2002,2002,SEX,FMLE,Female,54.6,54.6 [41.0-67.7],41.0,67.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2013,2013,2013,SEX,FMLE,Female,14.69919491,14.7,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2015,2015,2015,SEX,FMLE,Female,41.0,41.0 [29.6-53.0],29.6,53.0
MDG_0000000003,Adolescent birth rate (per 1000 women),2002,2002,2002,SEX,FMLE,Female,13.97076702,14.0,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2012,2012,2012,SEX,FMLE,Female,42.7,42.7 [29.4-56.6],29.4,56.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2023,2023,2023,SEX,FMLE,Female,20567.5,20 567.5 [14 791.6-28 314.8],14791.6,28314.8
MDG_0000000025,Births attended by skilled health personnel (%),2003,2003,2003,Sex,FMLE,Female,35.0,35,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2001,2001,2001,SEX,FMLE,Female,1983.5,1983.5 [1489.1-2469.9],1489.1,2469.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2015,2015,2015,SEX,FMLE,Female,15823.2,15 823.2 [11 419.9-20 464.4],11419.9,20464.4
MDG_0000000003,Adolescent birth rate (per 1000 women),2005,2005,2005,SEX,FMLE,Female,11.11487579,11.1,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2017,2017,2017,SEX,FMLE,Female,16432.6,16 432.6 [12 220.2-20 833.8],12220.2,20833.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2016,2016,2016,SEX,FMLE,Female,47.9,47.9 [37.8-58.4],37.8,58.4
WHS4_154,Antenatal care coverage - at least four visits (%),2013,2008,2013,Sex,FMLE,Female,51.1,51.1,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2013,2013,2013,SEX,FMLE,Female,49.1,49.1 [38.2-61.1],38.2,61.1
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2022,2022,2022,SEX,FMLE,Female,20089.9,20 089.9 [14 989.6-26 812.7],14989.6,26812.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2004,2004,2004,SEX,FMLE,Female,18.89922333,18.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2011,2011,2011,SEX,FMLE,Female,43.4,43.4 [29.7-57.8],29.7,57.8
MDG_0000000025,Births attended by skilled health personnel (%),2017,2016,2017,Sex,FMLE,Female,43.0,43,4176.167361111111,7583.3479166666675
MDG_0000000025,Births attended by skilled health personnel (%),2018,2018,2018,Sex,FMLE,Female,43.0,43,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2016,2016,2016,SEX,FMLE,Female,41.2,41.2 [30.8-52.0],30.8,52.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2016,2016,2016,SEX,FMLE,Female,40.4,40.4 [29.7-51.7],29.7,51.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2013,2013,2013,SEX,FMLE,Female,42.9,42.9 [30.8-55.6],30.8,55.6
MDG_0000000003,Adolescent birth rate (per 1000 women),2008,2008,2008,SEX,FMLE,Female,129.3153076,129.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2014,2014,2014,SEX,FMLE,Female,42.3,42.3 [30.8-54.4],30.8,54.4
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2010,2010,2010,SEX,FMLE,Female,44.1,44.1 [30.0-58.9],30.0,58.9
MDG_0000000003,Adolescent birth rate (per 1000 women),2010,2010,2010,SEX,FMLE,Female,123.1386871,123.1,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2011,2011,2011,SEX,FMLE,Female,140.5444946,140.5,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2018,2018,2018,SEX,FMLE,Female,18892.3,18 892.3 [14 412.1-23 652.2],14412.1,23652.2
WHS4_154,Antenatal care coverage - at least four visits (%),1999,1996,1999,Sex,FMLE,Female,47.3,47.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2005,2005,2005,SEX,FMLE,Female,2119.3,2119.3 [1594.7-2628.7],1594.7,2628.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2017,2017,2017,SEX,FMLE,Female,18628.4,18 628.4 [14 076.9-23 384.0],14076.9,23384.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2005,2005,2005,SEX,FMLE,Female,13902.7,13 902.7 [9353.1-18 344.7],9353.1,18344.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2012,2012,2012,SEX,FMLE,Female,9.931135178,9.9,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2012,2012,2012,SEX,FMLE,Female,140.3282013,140.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2021,2021,2021,SEX,FMLE,Female,37.7,37.7 [28.3-49.6],28.3,49.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2020,2020,2020,SEX,FMLE,Female,19388.6,19 388.6 [14 838.6-24 793.7],14838.6,24793.7
MDG_0000000003,Adolescent birth rate (per 1000 women),2020,2020,2020,SEX,FMLE,Female,74.62902832,74.6,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2004,2004,2004,SEX,FMLE,Female,15765.8,15 765.8 [11 007.7-20 328.5],11007.7,20328.5
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2016,2016,2016,SEX,FMLE,Female,2226.0,2226.0 [1759.2-2717.2],1759.2,2717.2
MDG_0000000003,Adolescent birth rate (per 1000 women),2017,2017,2017,SEX,FMLE,Female,4.321321487,4.3,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2006,2006,2006,SEX,FMLE,Female,52.8,52.8 [39.6-65.6],39.6,65.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2007,2007,2007,SEX,FMLE,Female,46.4,46.4 [31.0-61.5],31.0,61.5
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,51.5,51.5,4176.167361111111,7583.3479166666675
WHS4_154,Antenatal care coverage - at least four visits (%),2021,2019,2021,Sex,FMLE,Female,51.5,51.5,4176.167361111111,7583.3479166666675
MDG_0000000003,Adolescent birth rate (per 1000 women),2020,2020,2020,SEX,FMLE,Female,1.86640656,1.9,4176.167361111111,7583.3479166666675
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2007,2007,2007,SEX,FMLE,Female,2169.2,2169.2 [1627.7-2708.9],1627.7,2708.9
WHS4_115,Births by caesarean section (%),2017,2014,2017,Sex,FMLE,Female,2.8,2.8,4176.167361111111,7583.3479166666675
