indicator_code,indicator_name,year,start_year,end_year,sex_type,sex_code,sex_name,numeric,value,lower_bound,upper_bound
MALARIA_CONF_CASES,Number of confirmed malaria cases,2016,2016,2016,Sex,BTSX,Both sexes,13598282.0,13 598 282,187.35050400770834,281.85626283541666
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2017,2017,2017,Sex,BTSX,Both sexes,88.47538057,88.48 [74.72-107.06],74.71969005,107.0567535
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,2015,2015,2015,Sex,BTSX,Both sexes,8068583.0,8 068 583,187.35050400770834,281.85626283541666
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,2022,2022,2022,Sex,BTSX,Both sexes,3186224.0,3 186 224,187.35050400770834,281.85626283541666
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2014,2014,2014,Sex,BTSX,Both sexes,287.7049251,287.70 [230.31-354.64],230.3116421,354.644266
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,2016,2016,2016,Sex,BTSX,Both sexes,618363.0,618 363,187.35050400770834,281.85626283541666
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2001,2001,2001,Sex,BTSX,Both sexes,174.3334959,174.33 [164.38-184.67],164.3767412,184.6685351
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,2020,2020,2020,Sex,BTSX,Both sexes,18325240.0,18 325 240,187.35050400770834,281.85626283541666
MALARIA_INDIG,Number of indigenous malaria cases,2018,2018,2018,Sex,BTSX,Both sexes,14548024.0,14 548 024,187.35050400770834,281.85626283541666
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2018,2018,2018,Sex,BTSX,Both sexes,20482380.0,20 482 380,187.35050400770834,281.85626283541666
MALARIA_INDIG,Number of indigenous malaria cases,2023,2023,2023,Sex,BTSX,Both sexes,24098323.0,24 098 323,187.35050400770834,281.85626283541666
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2018,2018,2018,Sex,BTSX,Both sexes,291.073537,291.07 [228.98-367.07],228.9833585,367.0693166
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2015,2015,2015,Sex,BTSX,Both sexes,283.812818,283.81 [227.07-351.95],227.0686476,351.9548768
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2001,2001,2001,Sex,BTSX,Both sexes,394.491681,394.49 [306.73-501.43],306.7339686,501.4309215
MALARIA_INDIG,Number of indigenous malaria cases,2019,2019,2019,Sex,BTSX,Both sexes,19806915.0,19 806 915,187.35050400770834,281.85626283541666
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2006,2006,2006,Sex,BTSX,Both sexes,398.5742219,398.57 [321.34-488.27],321.3379213,488.2678428
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2019,2019,2019,Sex,BTSX,Both sexes,23376793.0,23 376 793,187.35050400770834,281.85626283541666
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,2023,2023,2023,Sex,BTSX,Both sexes,2448643.0,2 448 643,187.35050400770834,281.85626283541666
MALARIA_INDIG,Number of indigenous malaria cases,2020,2020,2020,Sex,BTSX,Both sexes,18325240.0,18 325 240,187.35050400770834,281.85626283541666
MALARIA_PRES_CASES,Number of presumed malaria cases,2015,2015,2015,Sex,BTSX,Both sexes,8633678.0,8 633 678,187.35050400770834,281.85626283541666
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,2021,2021,2021,Sex,BTSX,Both sexes,21325186.0,21 325 186,187.35050400770834,281.85626283541666
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2004,2004,2004,Sex,BTSX,Both sexes,390.1169701,390.12 [309.71-483.20],309.7066385,483.1967189
MALARIA_CONF_CASES,Number of confirmed malaria cases,2019,2019,2019,Sex,BTSX,Both sexes,19806915.0,19 806 915,187.35050400770834,281.85626283541666
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2009,2009,2009,Sex,BTSX,Both sexes,134.8335222,134.83 [125.08-145.15],125.0782909,145.1483357
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,2022,2022,2022,Sex,BTSX,Both sexes,2377840.0,2 377 840,187.35050400770834,281.85626283541666
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),2023,2023,2023,Sex,BTSX,Both sexes,298.9976001,299.00 [215.62-406.20],215.6198428,406.1951295
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),2021,2021,2021,Sex,BTSX,Both sexes,18765444.0,18 765 444,187.35050400770834,281.85626283541666
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,2023,2023,2023,Sex,BTSX,Both sexes,3200671.0,3 200 671,187.35050400770834,281.85626283541666
MALARIA_PRES_CASES,Number of presumed malaria cases,2021,2021,2021,Sex,BTSX,Both sexes,2283611.0,2 283 611,187.35050400770834,281.85626283541666
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2019,2019,2019,Sex,BTSX,Both sexes,86.66942476,86.67 [69.87-110.38],69.87148346,110.3803936
MALARIA_CONF_CASES,Number of confirmed malaria cases,2023,2023,2023,Sex,BTSX,Both sexes,24098323.0,24 098 323,187.35050400770834,281.85626283541666
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2016,2016,2016,Sex,BTSX,Both sexes,87.91636671,87.92 [75.66-103.81],75.66421941,103.8058914
