GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2021,2021,2021,AFR,Africa,NGA,Nigeria,,,,1.4,1.4 [1.3 - 1.4],1.3,1.4
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1992,1992,1992,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1995,1995,1995,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2009,2009,2009,AFR,Africa,NGA,Nigeria,,,,302973.0,302 973,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2002,2002,2002,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,1.3,1.3 [1.1 - 1.5],1.1,1.5
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2023,2023,2023,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2022,2022,2022,AFR,Africa,NGA,Nigeria,,,,51000.0,51 000 [42 000 - 67 000],42000.0,67000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2016,2016,2016,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,1994,1994,1994,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,1.6,1.6 [1.4 - 1.9],1.4,1.9
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2011,2011,2011,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,0.84,0.84 [0.75 - 1],0.75,1.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2014,2014,2014,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2003,2003,2003,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,1.3,1.3 [1.2 - 1.6],1.2,1.6
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2014,2014,2014,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,0.62,0.62 [0.53 - 0.77],0.53,0.77
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1990,1990,1990,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2001,2001,2001,AFR,Africa,NGA,Nigeria,,,,1700000.0,1 700 000 [1 500 000 - 1 900 000],1500000.0,1900000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2008,2008,2008,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,0.89,0.89 [0.78 - 1.1],0.78,1.1
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,1060832.0,1 060 832,,
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2001,2001,2001,AFR,Africa,NGA,Nigeria,,,,2.2,2.2 [2.1 - 2.4],2.1,2.4
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2013,2013,2013,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1990,1990,1990,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2020,2020,2020,AFR,Africa,NGA,Nigeria,,,,64000.0,64 000 [53 000 - 84 000],53000.0,84000.0
HIV_0000000007,"Testing and counselling facilities, reported number",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-and-counselling---testing-and-counselling-facilities,2014,2014,2014,AFR,Africa,NGA,Nigeria,,,,8114.0, 8 114,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,1999,1999,1999,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,1.7,1.7 [1.5 - 1.9],1.5,1.9
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2024,2024,2024,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,1.02,1.02,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2006,2006,2006,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2007,2007,2007,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2006,2006,2006,AFR,Africa,NGA,Nigeria,,,,130000.0,130 000 [110 000 - 150 000],110000.0,150000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2023,2023,2023,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2021,2021,2021,AFR,Africa,NGA,Nigeria,,,,57000.0,57 000 [47 000 - 75 000],47000.0,75000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2022,2022,2022,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,0.34,0.34 [0.26 - 0.46],0.26,0.46
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2006,2006,2006,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2022,2022,2022,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,3.312402382,3.31,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2005,2005,2005,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2019,2019,2019,AFR,Africa,NGA,Nigeria,,,,72000.0,72 000 [58 000 - 93 000],58000.0,93000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2021,2021,2021,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,0.26,0.26 [0.21 - 0.36],0.21,0.36
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2022,2022,2022,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2021,2021,2021,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2021,2021,2021,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,0.41,0.41 [0.32 - 0.54],0.32,0.54
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2014,2014,2014,AFR,Africa,NGA,Nigeria,,,,58.0,58 [51 - 68],51.0,68.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,0.65,0.65 [0.57 - 0.83],0.57,0.83
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2005,2005,2005,AFR,Africa,NGA,Nigeria,,,,170000.0,170 000 [160 000 - 200 000],160000.0,200000.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2005,2005,2005,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2006,2006,2006,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,1.0,1 [0.9 - 1.2],0.9,1.2
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,945874.0,945 874,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2005,2005,2005,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,1.2,1.2 [1.1 - 1.4],1.1,1.4
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2012,2012,2012,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,0.88,0.88 [0.76 - 1.1],0.76,1.1
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2024,2024,2024,AFR,Africa,NGA,Nigeria,,,,2000000.0,2 000 000 [1 800 000 - 2 100 000],1800000.0,2100000.0
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2022,2022,2022,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,2.381513493,2.38,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2004,2004,2004,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,1.1,1.1 [1 - 1.4],1.0,1.4
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2008,2008,2008,AFR,Africa,NGA,Nigeria,,,,12.0,12 [11 - 13],11.0,13.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1993,1993,1993,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2000,2000,2000,AFR,Africa,NGA,Nigeria,,,,200000.0,200 000 [180 000 - 230 000],180000.0,230000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2013,2013,2013,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2006,2006,2006,AFR,Africa,NGA,Nigeria,,,,170000.0,170 000 [150 000 - 200 000],150000.0,200000.0
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2013,2013,2013,AFR,Africa,NGA,Nigeria,,,,49.0,49 [43 - 59],43.0,59.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2018,2018,2018,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2012,2012,2012,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2024,2024,2024,AFR,Africa,NGA,Nigeria,SEX,SEX_BTSX,Both sexes,0.21,0.21 [0.15 - 0.29],0.15,0.29
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2011,2011,2011,AFR,Africa,NGA,Nigeria,,,,,No data,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,2015,2015,2015,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,0.7,0.7 [0.59 - 0.86],0.59,0.86
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2011,2011,2011,AFR,Africa,NGA,Nigeria,,,,140000.0,140 000 [130 000 - 170 000],130000.0,170000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2021,2021,2021,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2008,2008,2008,AFR,Africa,NGA,Nigeria,,,,1900000.0,1 900 000 [1 700 000 - 2 100 000],1700000.0,2100000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1995,1995,1995,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2010,2010,2010,AFR,Africa,NGA,Nigeria,,,,1900000.0,1 900 000 [1 800 000 - 2 100 000],1800000.0,2100000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,71000.0,71 000 [58 000 - 92 000],58000.0,92000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,1990,1990,1990,AFR,Africa,NGA,Nigeria,SEX,SEX_MLE,Male,1.2,1.2 [1 - 1.5],1.0,1.5
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2004,2004,2004,AFR,Africa,NGA,Nigeria,,,,180000.0,180 000 [160 000 - 210 000],160000.0,210000.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2013,2013,2013,AFR,Africa,NGA,Nigeria,,,,614737.0,614 737,,
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2021,2021,2021,AFR,Africa,NGA,Nigeria,,,,1290748.0,1 290 748,,
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2022,2022,2022,AFR,Africa,NGA,Nigeria,,,,43.0,43 [38 - 51],38.0,51.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2002,2002,2002,AFR,Africa,NGA,Nigeria,,,,2.2,2.2 [2 - 2.4],2.0,2.4
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2011,2011,2011,AFR,Africa,NGA,Nigeria,,,,391443.0,391 443,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2017,2017,2017,AFR,Africa,NGA,Nigeria,,,,2000000.0,2 000 000 [1 900 000 - 2 200 000],1900000.0,2200000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/new-hiv-infections-%28per-1000-uninfected-population%29,1993,1993,1993,AFR,Africa,NGA,Nigeria,SEX,SEX_FMLE,Female,2.0,2 [1.8 - 2.3],1.8,2.3
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1998,1998,1998,AFR,Africa,NGA,Nigeria,,,,,No data,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2001,2001,2001,AFR,Africa,NGA,Nigeria,,,,190000.0,190 000 [170 000 - 220 000],170000.0,220000.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2023,2023,2023,AFR,Africa,NGA,Nigeria,,,,77.0,77 [71 - 84],71.0,84.0
